Date,^FVX,^IRX
2021-01-28,0.4300000071525574,0.054999999701976776
2021-01-29,0.4429999887943268,0.04800000041723251
2021-02-01,0.42399999499320984,0.04800000041723251
2021-02-02,0.4449999928474426,0.05000000074505806
2021-02-03,0.45899999141693115,0.03999999910593033
2021-02-04,0.45899999141693115,0.029999999329447746
2021-02-05,0.46700000762939453,0.023000000044703484
2021-02-08,0.4749999940395355,0.019999999552965164
2021-02-09,0.4740000069141388,0.032999999821186066
2021-02-10,0.4560000002384186,0.03500000014901161
2021-02-11,0.460999995470047,0.03500000014901161
2021-02-12,0.48500001430511475,0.03500000014901161
2021-02-16,0.5609999895095825,0.03500000014901161
2021-02-17,0.5659999847412109,0.03500000014901161
2021-02-18,0.5479999780654907,0.023000000044703484
2021-02-19,0.5809999704360962,0.023000000044703484
2021-02-22,0.597000002861023,0.02500000037252903
2021-02-23,0.5789999961853027,0.023000000044703484
2021-02-24,0.6119999885559082,0.02800000086426735
2021-02-25,0.8019999861717224,0.032999999821186066
2021-02-26,0.7760000228881836,0.03500000014901161
2021-03-01,0.7110000252723694,0.02800000086426735
2021-03-02,0.675000011920929,0.03500000014901161
2021-03-03,0.7269999980926514,0.03500000014901161
2021-03-04,0.7820000052452087,0.02800000086426735
2021-03-05,0.7850000262260437,0.02800000086426735
2021-03-08,0.8500000238418579,0.03500000014901161
2021-03-09,0.8209999799728394,0.03500000014901161
2021-03-10,0.7919999957084656,0.029999999329447746
2021-03-11,0.777999997138977,0.02800000086426735
2021-03-12,0.847000002861023,0.02500000037252903
2021-03-15,0.8309999704360962,0.014999999664723873
2021-03-16,0.8240000009536743,0.00800000037997961
2021-03-17,0.7799999713897705,0.00800000037997961
2021-03-18,0.8690000176429749,0.003000000026077032
2021-03-19,0.8809999823570251,0.004999999888241291
2021-03-22,0.8600000143051147,0.004999999888241291
2021-03-23,0.8289999961853027,0.009999999776482582
2021-03-24,0.8140000104904175,0.014999999664723873
2021-03-25,0.8190000057220459,0.014999999664723873
2021-03-26,0.8560000061988831,0.014999999664723873
2021-03-29,0.890999972820282,0.00800000037997961
2021-03-30,0.9100000262260437,0.013000000268220901
2021-03-31,0.9380000233650208,0.013000000268220901
2021-04-01,0.9070000052452087,0.00800000037997961
2021-04-05,0.9409999847412109,0.014999999664723873
2021-04-06,0.871999979019165,0.014999999664723873
2021-04-07,0.8560000061988831,0.009999999776482582
2021-04-08,0.8399999737739563,0.004999999888241291
2021-04-09,0.8679999709129333,0.003000000026077032
2021-04-12,0.8899999856948853,0.009999999776482582
2021-04-13,0.8399999737739563,0.014999999664723873
2021-04-14,0.8600000143051147,0.014999999664723873
2021-04-15,0.7919999957084656,0.009999999776482582
2021-04-16,0.8209999799728394,0.00800000037997961
2021-04-19,0.8309999704360962,0.014999999664723873
2021-04-20,0.7950000166893005,0.014999999664723873
2021-04-21,0.8019999861717224,0.013000000268220901
2021-04-22,0.8019999861717224,0.014999999664723873
2021-04-23,0.8159999847412109,0.014999999664723873
2021-04-26,0.8309999704360962,0.00800000037997961
2021-04-27,0.878000020980835,0.009999999776482582
2021-04-28,0.8640000224113464,0.00800000037997961
2021-04-29,0.8669999837875366,0.00800000037997961
2021-04-30,0.8569999933242798,0.003000000026077032
2021-05-03,0.8289999961853027,0.004999999888241291
2021-05-04,0.8209999799728394,0.009999999776482582
2021-05-05,0.8029999732971191,0.00800000037997961
2021-05-06,0.796999990940094,0.00800000037997961
2021-05-07,0.7710000276565552,0.00800000037997961
2021-05-10,0.7820000052452087,0.004999999888241291
2021-05-11,0.8009999990463257,0.009999999776482582
2021-05-12,0.8640000224113464,0.009999999776482582
2021-05-13,0.8370000123977661,0.00800000037997961
2021-05-14,0.8159999847412109,0.004999999888241291
2021-05-17,0.8289999961853027,0.004999999888241291
2021-05-18,0.8190000057220459,0.009999999776482582
2021-05-19,0.8629999756813049,0.004999999888241291
2021-05-20,0.8149999976158142,0.003000000026077032
2021-05-21,0.828000009059906,0.003000000026077032
2021-05-24,0.8069999814033508,0.003000000026077032
2021-05-25,0.7739999890327454,0.009999999776482582
2021-05-26,0.777999997138977,0.004999999888241291
2021-05-27,0.8140000104904175,0.004999999888241291
2021-05-28,0.7879999876022339,0.00800000037997961
2021-06-01,0.8090000152587891,0.009999999776482582
2021-06-02,0.7960000038146973,0.014999999664723873
2021-06-03,0.8450000286102295,0.014999999664723873
2021-06-04,0.7839999794960022,0.014999999664723873
2021-06-07,0.7929999828338623,0.017999999225139618
2021-06-08,0.765999972820282,0.019999999552965164
2021-06-09,0.7450000047683716,0.019999999552965164
2021-06-10,0.7310000061988831,0.019999999552965164
2021-06-11,0.7480000257492065,0.017999999225139618
2021-06-14,0.7870000004768372,0.014999999664723873
2021-06-15,0.7850000262260437,0.019999999552965164
2021-06-16,0.8820000290870667,0.02800000086426735
2021-06-17,0.8790000081062317,0.02800000086426735
2021-06-18,0.8859999775886536,0.02800000086426735
2021-06-21,0.8840000033378601,0.029999999329447746
2021-06-22,0.859000027179718,0.03799999877810478
2021-06-23,0.8799999952316284,0.03999999910593033
2021-06-24,0.9070000052452087,0.0430000014603138
2021-06-25,0.9300000071525574,0.0430000014603138
2021-06-28,0.8960000276565552,0.03999999910593033
2021-06-29,0.890999972820282,0.03999999910593033
2021-06-30,0.8730000257492065,0.03999999910593033
2021-07-01,0.9020000100135803,0.03999999910593033
2021-07-02,0.859000027179718,0.03799999877810478
2021-07-06,0.8090000152587891,0.03999999910593033
2021-07-07,0.7799999713897705,0.0430000014603138
2021-07-08,0.7360000014305115,0.0430000014603138
2021-07-09,0.7870000004768372,0.0430000014603138
2021-07-12,0.7960000038146973,0.0430000014603138
2021-07-13,0.8479999899864197,0.04500000178813934
2021-07-14,0.7990000247955322,0.04500000178813934
2021-07-15,0.7749999761581421,0.03799999877810478
2021-07-16,0.777999997138977,0.03799999877810478
2021-07-19,0.6899999976158142,0.03999999910593033
2021-07-20,0.6740000247955322,0.04500000178813934
2021-07-21,0.7310000061988831,0.04500000178813934
2021-07-22,0.7120000123977661,0.0430000014603138
2021-07-23,0.7179999947547913,0.04500000178813934
2021-07-26,0.7129999995231628,0.03999999910593033
2021-07-27,0.6940000057220459,0.04500000178813934
2021-07-28,0.7400000095367432,0.04500000178813934
2021-07-29,0.7300000190734863,0.03999999910593033
2021-07-30,0.703000009059906,0.03999999910593033
2021-08-02,0.6510000228881836,0.03799999877810478
2021-08-03,0.6510000228881836,0.04500000178813934
2021-08-04,0.675000011920929,0.04500000178813934
2021-08-05,0.718999981880188,0.0430000014603138
2021-08-06,0.7649999856948853,0.0430000014603138
2021-08-09,0.7919999957084656,0.04500000178813934
2021-08-10,0.8230000138282776,0.05000000074505806
2021-08-11,0.8019999861717224,0.04500000178813934
2021-08-12,0.8309999704360962,0.0430000014603138
2021-08-13,0.7879999876022339,0.04500000178813934
2021-08-16,0.7509999871253967,0.057999998331069946
2021-08-17,0.7639999985694885,0.06300000101327896
2021-08-18,0.777999997138977,0.054999999701976776
2021-08-19,0.7649999856948853,0.0430000014603138
2021-08-20,0.7850000262260437,0.0430000014603138
2021-08-23,0.7720000147819519,0.03999999910593033
2021-08-24,0.7929999828338623,0.04800000041723251
2021-08-25,0.8190000057220459,0.04500000178813934
2021-08-26,0.8429999947547913,0.0430000014603138
2021-08-27,0.800000011920929,0.0430000014603138
2021-08-30,0.7710000276565552,0.03799999877810478
2021-08-31,0.7720000147819519,0.03999999910593033
2021-09-01,0.7799999713897705,0.03999999910593033
2021-09-02,0.7760000228881836,0.03999999910593033
2021-09-03,0.7850000262260437,0.03999999910593033
2021-09-07,0.8190000057220459,0.03500000014901161
2021-09-08,0.8059999942779541,0.03999999910593033
2021-09-09,0.7870000004768372,0.03799999877810478
2021-09-10,0.8159999847412109,0.03799999877810478
2021-09-13,0.8050000071525574,0.03799999877810478
2021-09-14,0.7789999842643738,0.03500000014901161
2021-09-15,0.800000011920929,0.03500000014901161
2021-09-16,0.8339999914169312,0.029999999329447746
2021-09-17,0.8659999966621399,0.02800000086426735
2021-09-20,0.8209999799728394,0.02500000037252903
2021-09-21,0.8289999961853027,0.019999999552965164
2021-09-22,0.871999979019165,0.02500000037252903
2021-09-23,0.9290000200271606,0.02500000037252903
2021-09-24,0.9570000171661377,0.02500000037252903
2021-09-27,0.9829999804496765,0.02500000037252903
